(?b <http://schema.org/containedInPlace> yago:_Q3564604) ^ (?c <http://schema.org/containsPlace> yago:Vsetín_District) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4855.0__13697.0)_ef10_10/10>) | support: 58, headCoverage: 0.006056808688387635, confidence: 3.2222222222222223, lift: 31.485714285714288, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 18
(?d <http://schema.org/alumniOf> yago:Film_and_TV_School_of_the_Academy_of_Performing_Arts_in_Prague) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2491.5__2923.0)_ef10_6/10>) | support: 63, headCoverage: 0.006578947368421052, confidence: 0.16666666666666666, lift: 1.6764705882352942, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 378
(?d <http://schema.org/givenName> yago:Norbert) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 54, headCoverage: 0.005639097744360902, confidence: 0.16666666666666666, lift: 1.6642335766423357, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 324
(?d <http://schema.org/hasOccupation> yago:geodesist_Q11699606) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 54, headCoverage: 0.005639097744360902, confidence: 0.16666666666666666, lift: 1.6642335766423357, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 324
(?d <http://schema.org/memberOf> <http://yago-knowledge.org/resource/German_People's_Party_(Austria)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 54, headCoverage: 0.005639097744360902, confidence: 0.16666666666666666, lift: 1.6642335766423357, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 324
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Anton_(given_name)>) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 98, headCoverage: 0.01023391812865497, confidence: 0.1701388888888889, lift: 1.6625, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 576
(?d <http://schema.org/geo> <geo:49.54207161517495,14.174652510181376>) ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<3.55__4.58)_ef10_2/10>) | support: 56, headCoverage: 0.005847953216374269, confidence: 0.16374269005847952, lift: 1.6592592592592592, headConfidence: 0.09868421052631579, headSize: 9576, bodySize: 342
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Albert_(given_name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<7.89__8.76)_ef10_8/10>) | support: 80, headCoverage: 0.00835421888053467, confidence: 0.1646090534979424, lift: 1.6557734204793029, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 486
(?d <http://schema.org/memberOf> yago:SFC_Opava) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<7.89__8.76)_ef10_8/10>) | support: 62, headCoverage: 0.006474519632414369, confidence: 0.164021164021164, lift: 1.649859943977591, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 378
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Friedrich_(given_name)>) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 85, headCoverage: 0.008876357560568086, confidence: 0.16865079365079366, lift: 1.6479591836734695, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 504
(?d <http://schema.org/sameAs> "https://sk.wikipedia.org/wiki/Cesta_I._triedy_19_(%C4%8Cesko)") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 112, headCoverage: 0.011695906432748537, confidence: 0.16374269005847952, lift: 1.6470588235294117, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 684
(?d <http://schema.org/givenName> yago:Theodor) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 65, headCoverage: 0.006787802840434419, confidence: 0.16414141414141414, lift: 1.6390179163901792, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 396
(?d <http://schema.org/familyName> yago:Neumann) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 59, headCoverage: 0.006161236424394319, confidence: 0.1638888888888889, lift: 1.6364963503649634, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 360
(?d <http://schema.org/givenName> yago:Jan_Q12173670) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1136.5__1467.0)_ef10_2/10>) | support: 79, headCoverage: 0.008249791144527986, confidence: 0.16255144032921812, lift: 1.6350762527233118, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 486
(?d <http://schema.org/containedInPlace> yago:Karlovy_Vary_Region) ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 114, headCoverage: 0.011904761904761904, confidence: 0.1623931623931624, lift: 1.6334841628959278, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 702
(?d <http://schema.org/award> yago:Bavarian_Order_of_Merit) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 97, headCoverage: 0.010129490392648287, confidence: 0.1632996632996633, lift: 1.630612696306127, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 594
(?d <http://schema.org/givenName> yago:František) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1467.0__1783.0)_ef10_3/10>) | support: 70, headCoverage: 0.007309941520467836, confidence: 0.16203703703703703, lift: 1.6299019607843137, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 432
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Anton_(given_name)>) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 94, headCoverage: 0.009816207184628237, confidence: 0.16319444444444445, lift: 1.6295620437956204, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 576
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Herbert_(given_name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 66, headCoverage: 0.006892230576441102, confidence: 0.16666666666666666, lift: 1.6285714285714286, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 396
(?a czso:sex sdmx-code:sex-M) ^ (?c <http://schema.org/foundingDate> "2000-11-12") ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 80, headCoverage: 0.00835421888053467, confidence: 0.16161616161616163, lift: 1.6256684491978612, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 495
(?d <http://schema.org/sameAs> "https://de.wikipedia.org/wiki/Silnice_I/16") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1467.0__1783.0)_ef10_3/10>) | support: 61, headCoverage: 0.0063700918964076855, confidence: 0.16137566137566137, lift: 1.623249299719888, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 378
(?d <http://schema.org/foundingDate> "1870") ^ (?d <http://schema.org/parentOrganization> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1136.5__1467.0)_ef10_2/10>) | support: 61, headCoverage: 0.0063700918964076855, confidence: 0.16137566137566137, lift: 1.623249299719888, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 378
(?d <http://schema.org/hasOccupation> yago:Songwriter) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 73, headCoverage: 0.007623224728487886, confidence: 0.1622222222222222, lift: 1.61985401459854, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 450
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Ludwig_(given_name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 71, headCoverage: 0.007414369256474519, confidence: 0.16435185185185186, lift: 1.605952380952381, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 432
(?d <http://schema.org/hasOccupation> yago:film_score_composer_Q1415090) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 55, headCoverage: 0.005743525480367585, confidence: 0.1608187134502924, lift: 1.605839416058394, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 342
(?d <http://schema.org/givenName> yago:Václav) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<3.55__4.58)_ef10_2/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.15833333333333333, lift: 1.6044444444444443, headConfidence: 0.09868421052631579, headSize: 9576, bodySize: 360
(?d <http://schema.org/givenName> yago:Ignaz) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 75, headCoverage: 0.007832080200501253, confidence: 0.16025641025641027, lift: 1.600224592925323, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 468
(?d <http://schema.org/givenName> yago:Zdeněk) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 92, headCoverage: 0.00960735171261487, confidence: 0.1597222222222222, lift: 1.5948905109489049, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 576
(?d <http://schema.org/hasOccupation> yago:musicologist_Q14915627) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1783.0__2115.0)_ef10_4/10>) | support: 74, headCoverage: 0.007727652464494569, confidence: 0.1581196581196581, lift: 1.5904977375565612, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 468
(?d <http://schema.org/hasOccupation> yago:Politician) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1136.5__1467.0)_ef10_2/10>) | support: 88, headCoverage: 0.009189640768588136, confidence: 0.15770609318996415, lift: 1.586337760910816, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 558
(?d <http://schema.org/memberOf> <http://yago-knowledge.org/resource/Civic_Democratic_Party_(Czech_Republic)>) ^ (?d <http://schema.org/homeLocation> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 73, headCoverage: 0.007623224728487886, confidence: 0.1622222222222222, lift: 1.5851428571428572, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 450
(?d <http://schema.org/givenName> yago:Viktor_Q16430022) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 54, headCoverage: 0.005639097744360902, confidence: 0.15789473684210525, lift: 1.5766423357664232, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 342
(?d <http://schema.org/hasOccupation> yago:Mathematician) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1783.0__2115.0)_ef10_4/10>) | support: 62, headCoverage: 0.006474519632414369, confidence: 0.15656565656565657, lift: 1.5748663101604279, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 396
(?d <http://schema.org/alumniOf> yago:Mendel_University) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2491.5__2923.0)_ef10_6/10>) | support: 76, headCoverage: 0.007936507936507936, confidence: 0.15637860082304528, lift: 1.572984749455338, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 486
(?d <http://schema.org/givenName> yago:Ignác) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1783.0__2115.0)_ef10_4/10>) | support: 59, headCoverage: 0.006161236424394319, confidence: 0.15608465608465608, lift: 1.5700280112044818, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 378
(?d <http://schema.org/hasOccupation> yago:Politician) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1467.0__1783.0)_ef10_3/10>) | support: 87, headCoverage: 0.009085213032581453, confidence: 0.15591397849462366, lift: 1.5683111954459203, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 558
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Heinrich_(given_name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 98, headCoverage: 0.01023391812865497, confidence: 0.16013071895424835, lift: 1.5647058823529412, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 612
(?d <http://schema.org/givenName> yago:Georg_Q1985538) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<7.29__7.89)_ef10_7/10>) | support: 78, headCoverage: 0.008145363408521303, confidence: 0.15476190476190477, lift: 1.5567226890756305, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 504
(?d <http://schema.org/givenName> yago:Wolfgang) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 70, headCoverage: 0.007309941520467836, confidence: 0.15555555555555556, lift: 1.5532846715328468, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 450
(?d <http://schema.org/familyName> yago:Kolář) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 56, headCoverage: 0.005847953216374269, confidence: 0.15555555555555556, lift: 1.5532846715328468, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 360
(?d <http://schema.org/givenName> yago:Kamil) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 81, headCoverage: 0.008458646616541353, confidence: 0.15517241379310345, lift: 1.5494588472187265, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 522
(?d <http://schema.org/hasOccupation> yago:List_of_Esperanto_speakers) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 92, headCoverage: 0.00960735171261487, confidence: 0.15488215488215487, lift: 1.546560495465605, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 594
(?d <http://schema.org/memberOf> yago:FK_Senica) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<7.29__7.89)_ef10_7/10>) | support: 58, headCoverage: 0.006056808688387635, confidence: 0.15343915343915343, lift: 1.5434173669467788, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 378
(?d <http://schema.org/givenName> yago:Petr_Q15897830) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1783.0__2115.0)_ef10_4/10>) | support: 66, headCoverage: 0.006892230576441102, confidence: 0.1527777777777778, lift: 1.5367647058823533, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 432
(?d <http://schema.org/givenName> yago:Čeněk_Q11171132) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<3.55__4.58)_ef10_2/10>) | support: 60, headCoverage: 0.006265664160401002, confidence: 0.15151515151515152, lift: 1.5353535353535355, headConfidence: 0.09868421052631579, headSize: 9576, bodySize: 396
(?a czso:sex sdmx-code:sex-F) ^ (?c <http://schema.org/foundingDate> "2000-11-12") ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1467.0__1783.0)_ef10_3/10>) | support: 75, headCoverage: 0.007832080200501253, confidence: 0.15151515151515152, lift: 1.5240641711229947, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 495
(?d <http://schema.org/hasOccupation> yago:Illustrator) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<6.67__7.29)_ef10_6/10>) | support: 60, headCoverage: 0.006265664160401002, confidence: 0.15151515151515152, lift: 1.5240641711229947, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 396
(?d <http://schema.org/hasOccupation> yago:Archaeologist) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2115.0__2491.5)_ef10_5/10>) | support: 79, headCoverage: 0.008249791144527986, confidence: 0.15134099616858238, lift: 1.5223123732251522, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 522
(?d <http://schema.org/givenName> yago:Jan_Q12173670) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<3.55__4.58)_ef10_2/10>) | support: 73, headCoverage: 0.007623224728487886, confidence: 0.15020576131687244, lift: 1.522085048010974, headConfidence: 0.09868421052631579, headSize: 9576, bodySize: 486
(?d <http://schema.org/hasOccupation> yago:Judge) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<7.29__7.89)_ef10_7/10>) | support: 68, headCoverage: 0.007101086048454469, confidence: 0.1511111111111111, lift: 1.52, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 450
(?d <http://schema.org/memberOf> yago:SFC_Opava) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<7.29__7.89)_ef10_7/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.15079365079365079, lift: 1.5168067226890756, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 378
(?d <http://schema.org/hasOccupation> yago:entomologist_Q3055126) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<5.29__5.94)_ef10_4/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.15079365079365079, lift: 1.5168067226890756, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 378
(?d <http://schema.org/deathPlace> yago:Plzeň) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 111, headCoverage: 0.011591478696741854, confidence: 0.15040650406504066, lift: 1.5129124820659974, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 738
(?d <http://schema.org/hasOccupation> yago:Anthropologist) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2115.0__2491.5)_ef10_5/10>) | support: 73, headCoverage: 0.007623224728487886, confidence: 0.15020576131687244, lift: 1.510893246187364, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 486
(?d <http://schema.org/hasOccupation> <http://yago-knowledge.org/resource/Canon_(priest)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1136.5__1467.0)_ef10_2/10>) | support: 54, headCoverage: 0.005639097744360902, confidence: 0.15, lift: 1.5088235294117647, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 360
(?d <http://schema.org/hasOccupation> <http://yago-knowledge.org/resource/Canon_(priest)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1467.0__1783.0)_ef10_3/10>) | support: 54, headCoverage: 0.005639097744360902, confidence: 0.15, lift: 1.5088235294117647, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 360
